ndc_description,ndc,nadac_per_unit,effective_date,Brand
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.61151,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.22098,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.13229,2025-01-22,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69519,2025-01-22,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-01-22,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.8075,2025-01-22,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.9022,2025-01-22,Unbranded Adalimumab
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.61151,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-01-22,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.12851,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.22098,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3346.56231,2025-01-22,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-01-22,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.32301,2025-01-22,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.12851,2025-01-22,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69519,2025-01-22,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-01-22,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69519,2025-01-22,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.13229,2025-01-22,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.8075,2025-01-22,Cyltezo (Boehringer)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.32301,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.13229,2025-01-22,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.9022,2025-01-22,Unbranded Adalimumab
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.22098,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.13229,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3346.56231,2025-01-22,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.32301,2025-01-22,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.12851,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3346.56231,2025-01-22,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69519,2025-01-22,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.8075,2025-01-22,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.9022,2025-01-22,Unbranded Adalimumab
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.61151,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.22098,2025-01-22,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.8075,2025-01-22,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-01-22,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.61151,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-01-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3346.56231,2025-01-22,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.32301,2025-01-22,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.12851,2025-01-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.22098,2025-01-22,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.9022,2025-01-22,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.64297,2025-02-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2025-02-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3203.26929,2025-02-19,Cyltezo (Boehringer)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.23854,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6695.91667,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.03244,2025-02-19,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.68646,2025-02-19,Unbranded Adalimumab
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3361.91745,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.67183,2025-02-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3340.6945,2025-02-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3360.84506,2025-02-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3343.79273,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.92606,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3207.215,2025-03-19,Cyltezo (Boehringer)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3207.215,2025-03-19,Cyltezo (Boehringer)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3207.215,2025-03-19,Cyltezo (Boehringer)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3207.215,2025-03-19,Cyltezo (Boehringer)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.37567,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.8,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.59963,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.07642,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.09241,2025-03-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.09241,2025-03-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1257.84583,2025-03-19,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.8,2025-03-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3343.79273,2025-03-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.07642,2025-03-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.09241,2025-03-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.46597,2025-03-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1257.84583,2025-03-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3207.215,2025-03-19,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1588.31823,2025-03-19,Unbranded Adalimumab
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.92606,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.59963,2025-03-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.37567,2025-03-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.8,2025-03-19,Humira (AbbVie)
